frame,broadcast_id,tacticam_id,distance
0,1.0,215.0,0.052530254066285746
0,2.0,213.0,0.09293683458294368
0,3.0,213.0,0.12172694015347296
1,1.0,215.0,0.033427045632837826
2,-1.0,215.0,0.03964314036661004
2,-1.0,210.0,0.05758770500441334
2,-1.0,210.0,0.09843089828998722
2,-1.0,220.0,0.04701774090849736
2,-1.0,221.0,0.04593984624007957
3,-1.0,220.0,0.050524709366170026
3,-1.0,216.0,0.1524058736864078
3,-1.0,213.0,0.008853599554567588
3,-1.0,215.0,0.05596739419756458
4,-1.0,220.0,0.055757227491071766
4,-1.0,218.0,0.06947686425337335
4,-1.0,210.0,0.14268872080839845
4,-1.0,218.0,0.01964539361633096
5,-1.0,215.0,0.09999656239607901
5,-1.0,217.0,0.24397221842871428
5,-1.0,210.0,0.0766563130236048
5,-1.0,212.0,0.10027313957343312
5,-1.0,212.0,0.06378133660927161
5,-1.0,214.0,0.03537606136302417
5,-1.0,214.0,0.10874892058643168
5,-1.0,212.0,0.12295970047514726
5,-1.0,214.0,0.12012778598127397
5,-1.0,214.0,0.04992518808040745
5,-1.0,214.0,0.09181226542227722
5,-1.0,213.0,0.07262128047333126
5,-1.0,213.0,0.10721871607451922
6,15.0,215.0,0.10165596024845486
6,16.0,217.0,0.2444354936863809
6,17.0,210.0,0.08047298560599697
6,18.0,212.0,0.10505819388338634
6,19.0,212.0,0.07048714862775075
6,20.0,214.0,0.03559304014254919
6,21.0,214.0,0.10509682378645781
6,22.0,212.0,0.1281004818438753
6,23.0,214.0,0.12224396846267292
6,24.0,214.0,0.046692834816210886
6,25.0,214.0,0.08789015682355708
6,26.0,213.0,0.07304579686294092
7,15.0,215.0,0.10028562758317086
7,16.0,217.0,0.2458771896691997
7,17.0,213.0,0.08217534288242745
7,18.0,212.0,0.10874702792957537
7,19.0,212.0,0.0753222740726767
7,20.0,214.0,0.03301118667855248
7,21.0,214.0,0.10182607314101616
7,22.0,212.0,0.13146316948903194
7,23.0,214.0,0.12416122876710349
7,24.0,214.0,0.05201583615928814
7,25.0,214.0,0.08677096853753245
7,26.0,213.0,0.07570650087589424
8,15.0,215.0,0.09163121163680485
8,16.0,217.0,0.25063367730230285
8,17.0,213.0,0.08445575159377922
8,18.0,212.0,0.11113267616158576
8,19.0,212.0,0.08128359437688842
8,20.0,214.0,0.028690972271188966
8,21.0,214.0,0.09757452473090694
8,22.0,212.0,0.13395438710934524
8,23.0,214.0,0.12689080205617667
8,24.0,214.0,0.04941823598098818
8,25.0,214.0,0.0915531250138369
8,26.0,213.0,0.07951916467815505
8,30.0,262.0,0.17924978718238416
8,32.0,262.0,0.17941252851196252
9,15.0,215.0,0.09414597126822717
9,16.0,217.0,0.2553284854807531
9,17.0,213.0,0.0855303003586376
9,18.0,212.0,0.11231348091596774
9,19.0,212.0,0.08788304173979031
9,20.0,214.0,0.026229601640758
9,21.0,214.0,0.09289786362994737
9,22.0,212.0,0.1361780673520765
9,23.0,214.0,0.13156430934366853
9,24.0,214.0,0.05009128900386045
9,25.0,214.0,0.09307156977235372
9,26.0,213.0,0.08336793305029158
9,30.0,262.0,0.18061045822391178
9,32.0,262.0,0.18086934993546164
10,15.0,215.0,0.09362419407308692
10,16.0,217.0,0.25955823234384456
10,17.0,213.0,0.0862119669106439
10,18.0,212.0,0.1184861023831066
10,19.0,212.0,0.09074183240439916
10,20.0,214.0,0.024762899735555066
10,21.0,214.0,0.08962770802824746
10,22.0,212.0,0.13966012637538006
10,23.0,214.0,0.13569685561064856
10,24.0,214.0,0.051514727199892356
10,25.0,214.0,0.09589329395957123
10,26.0,213.0,0.08795700312799401
10,30.0,217.0,0.1748339936079852
11,15.0,215.0,0.0928766924597959
11,16.0,217.0,0.2615749362724164
11,17.0,213.0,0.0874845401807302
11,18.0,212.0,0.12435498920635656
11,19.0,212.0,0.09236955604059836
11,20.0,214.0,0.02485846211620488
11,21.0,214.0,0.0869329818644201
11,22.0,212.0,0.1400147297894068
11,23.0,214.0,0.14000670040549087
11,24.0,214.0,0.05137741245017375
11,25.0,214.0,0.09657474930487593
11,26.0,213.0,0.09194340413723875
11,30.0,217.0,0.16451895603511305
12,15.0,215.0,0.09403564394333089
12,16.0,217.0,0.2648760642559033
12,17.0,213.0,0.08996743165941168
12,18.0,212.0,0.12919363043445387
12,19.0,212.0,0.09255258244430489
12,20.0,214.0,0.02427380658544108
12,21.0,214.0,0.0848099313088993
12,22.0,212.0,0.13993663861929667
12,23.0,214.0,0.1433021514429749
12,24.0,214.0,0.05068180525678588
12,25.0,214.0,0.09775853438901375
12,26.0,213.0,0.09454027381527723
12,30.0,217.0,0.15487225347435501
13,15.0,215.0,0.09514711432622448
13,16.0,217.0,0.26399453134378087
13,17.0,213.0,0.09261311288276304
13,18.0,210.0,0.12867626047753902
13,19.0,212.0,0.09400602580686722
13,20.0,214.0,0.022835157477888782
13,21.0,214.0,0.0836496816688024
13,22.0,212.0,0.1401206551848092
13,23.0,214.0,0.14647647617278195
13,24.0,214.0,0.04945687924446816
13,25.0,214.0,0.09708674196994392
13,26.0,213.0,0.09663162865222577
13,30.0,217.0,0.14784390213135298
14,15.0,215.0,0.09496086250796898
14,16.0,212.0,0.2604764917144543
14,17.0,213.0,0.09440856543581648
14,18.0,210.0,0.12558039838716759
14,19.0,212.0,0.09661744551222115
14,20.0,214.0,0.021152019556273917
14,21.0,214.0,0.08289390700733903
14,22.0,212.0,0.14095423226726408
14,23.0,214.0,0.14846122962643438
14,24.0,214.0,0.04963287934614818
14,25.0,214.0,0.09404991884391253
14,26.0,213.0,0.09894257823749716
14,30.0,217.0,0.1410445935302268
14,43.0,214.0,0.14745471461084653
15,15.0,215.0,0.09380101440421633
15,16.0,212.0,0.2604419070170377
15,17.0,213.0,0.09500357364776732
15,18.0,210.0,0.12363569644961686
15,19.0,212.0,0.0996207781085473
15,20.0,214.0,0.02118594144999258
15,21.0,214.0,0.08138854405002256
15,22.0,212.0,0.1437398167532554
15,23.0,214.0,0.14930902549033068
15,24.0,214.0,0.04825631070409101
15,25.0,214.0,0.0913255069876919
15,26.0,213.0,0.10254181432030682
15,30.0,217.0,0.13324702280688372
15,43.0,214.0,0.14774052148881725
16,15.0,215.0,0.09106521540506633
16,16.0,212.0,0.25995422947406494
16,17.0,213.0,0.09517046008881516
16,18.0,210.0,0.12249094840459049
16,19.0,212.0,0.10139475588934589
16,20.0,214.0,0.02171462466653013
16,21.0,214.0,0.07871381956835179
16,22.0,212.0,0.14671405774572566
16,23.0,214.0,0.14896464448469612
16,24.0,214.0,0.049248208036561436
16,25.0,214.0,0.08952655876423114
16,26.0,213.0,0.10412894186714075
16,30.0,217.0,0.12473414164113589
16,43.0,214.0,0.1479620369296361
17,15.0,215.0,0.08812933986524345
17,16.0,212.0,0.25904288934846365
17,17.0,213.0,0.08868401905212306
17,18.0,210.0,0.11858428782172267
17,19.0,212.0,0.09671604491115847
17,20.0,214.0,0.02403442159513882
17,21.0,214.0,0.07761981660235232
17,22.0,212.0,0.15005894974078854
17,23.0,214.0,0.14987523278669357
17,24.0,214.0,0.05015890028485703
17,25.0,214.0,0.08897430639005886
17,26.0,225.0,0.1044434572007944
17,30.0,217.0,0.11573627267750045
17,43.0,214.0,0.14878855103699423
18,15.0,215.0,0.08566517011097195
18,16.0,212.0,0.25776071025673875
18,17.0,213.0,0.09264345846305473
18,18.0,210.0,0.11483330852766176
18,19.0,212.0,0.09728250886146153
18,20.0,214.0,0.02536432233219801
18,21.0,214.0,0.07720240137440462
18,22.0,212.0,0.15143787609397166
18,23.0,214.0,0.15220898257904222
18,24.0,214.0,0.049101963178805365
18,25.0,214.0,0.09004006191082406
18,26.0,225.0,0.10293116072430689
18,30.0,217.0,0.10678177539539013
18,43.0,214.0,0.15143594999110765
19,15.0,215.0,0.08734622374334002
19,16.0,212.0,0.25385419576350643
19,17.0,213.0,0.09425742177140169
19,18.0,210.0,0.11084120262164043
19,19.0,212.0,0.10037445250842938
19,20.0,214.0,0.024486053275814865
19,21.0,214.0,0.07612297770761733
19,22.0,212.0,0.1519396591722011
19,23.0,214.0,0.1552080493191774
19,24.0,214.0,0.047805657663806206
19,25.0,214.0,0.09196609352339537
19,26.0,225.0,0.10173229805842614
19,30.0,217.0,0.09868686006622795
19,43.0,214.0,0.15487356891130097
20,15.0,215.0,0.08972186313638755
20,16.0,212.0,0.24875752632094986
20,17.0,213.0,0.09582835459310368
20,18.0,210.0,0.11050855123623939
20,19.0,212.0,0.10350503488780145
20,20.0,214.0,0.022936204808459964
20,21.0,214.0,0.07566414555424997
20,22.0,212.0,0.1532564176385912
20,23.0,214.0,0.15767382267550575
20,24.0,214.0,0.04743195602514964
20,25.0,214.0,0.08977907019189423
20,26.0,225.0,0.10104872301081945
20,30.0,217.0,0.09157482980942444
20,43.0,214.0,0.15736661474832628
21,15.0,215.0,0.09112826599263732
21,16.0,212.0,0.2469578064537252
21,17.0,213.0,0.09903109670782889
21,18.0,210.0,0.11073391213651006
21,19.0,212.0,0.10646774083198102
21,20.0,214.0,0.02163805448279833
21,21.0,214.0,0.07214029087046957
21,22.0,212.0,0.1550997448930464
21,23.0,214.0,0.1595230018946389
21,24.0,214.0,0.05063058714918557
21,25.0,214.0,0.09135352647022815
21,26.0,225.0,0.1010758658865483
21,30.0,217.0,0.08491343604422408
21,43.0,214.0,0.15906668378809305
22,15.0,215.0,0.08316065671438462
22,16.0,212.0,0.24615068585052183
22,17.0,213.0,0.10010903679703345
22,18.0,210.0,0.1104515222963134
22,19.0,212.0,0.11039629106464627
22,20.0,214.0,0.02096092587124228
22,21.0,214.0,0.06782366576735811
22,22.0,212.0,0.15629808711946072
22,24.0,214.0,0.05302288341152717
22,25.0,214.0,0.09217650033797917
22,26.0,225.0,0.10023478370870896
22,30.0,217.0,0.07876092052295454
23,15.0,215.0,0.08335529737594718
23,16.0,212.0,0.24490635747534892
23,17.0,213.0,0.10011066259018726
23,18.0,210.0,0.10885652024780361
23,19.0,212.0,0.11150549975356372
23,20.0,214.0,0.022295600245458208
23,21.0,214.0,0.06673992070720049
23,22.0,212.0,0.1571937787194862
23,24.0,214.0,0.05356058477896856
23,25.0,214.0,0.09014695862965716
23,26.0,225.0,0.09865962545441907
23,30.0,217.0,0.0726251605986712
23,50.0,214.0,0.0798927772376549
23,23.0,214.0,0.16091983933474424
24,15.0,215.0,0.0827093088847397
24,16.0,212.0,0.24276028153424986
24,17.0,213.0,0.09887911638544798
24,18.0,210.0,0.1062461194192027
24,19.0,212.0,0.11331429504062508
24,20.0,214.0,0.02394857994881427
24,21.0,214.0,0.06585255735878684
24,22.0,212.0,0.15760986521591402
24,24.0,214.0,0.05431402099875121
24,25.0,214.0,0.08726602129094779
24,26.0,214.0,0.11515377973631002
24,30.0,217.0,0.06694274395875037
24,50.0,214.0,0.08032739446808981
24,51.0,217.0,0.06874486834639668
24,23.0,214.0,0.1599087732100791
25,15.0,215.0,0.0750717495069163
25,16.0,212.0,0.2411876110351784
25,17.0,213.0,0.1004183920306405
25,18.0,210.0,0.10276189495740305
25,19.0,212.0,0.11597917182422775
25,20.0,214.0,0.024245938462855086
25,21.0,214.0,0.06606924494974394
25,22.0,212.0,0.15655631184202512
25,24.0,214.0,0.05399850030600563
25,25.0,214.0,0.08681299939490211
25,26.0,214.0,0.11491768095319961
25,30.0,217.0,0.06169900673574568
25,50.0,214.0,0.08106591624204668
25,23.0,214.0,0.16051173488207876
26,15.0,215.0,0.07292125074293014
26,16.0,212.0,0.23760317219142044
26,17.0,213.0,0.09866945008972097
26,18.0,210.0,0.10160688588318888
26,19.0,210.0,0.11725334632704706
26,20.0,214.0,0.024052900687836776
26,21.0,214.0,0.06758552644232621
26,22.0,212.0,0.15517096822886234
26,24.0,214.0,0.057488261381448566
26,25.0,214.0,0.08788888002748659
26,26.0,214.0,0.1142867936974919
26,30.0,217.0,0.05770138722698572
26,50.0,214.0,0.08117760991518294
26,23.0,214.0,0.1614450957440635
26,53.0,214.0,0.16138514131381215
27,15.0,215.0,0.06956735217672327
27,16.0,212.0,0.23578843858479157
27,17.0,213.0,0.09768059683652926
27,18.0,210.0,0.1027002488449613
27,19.0,210.0,0.11512413414756952
27,20.0,214.0,0.025828494621042336
27,21.0,214.0,0.06890618236592982
27,22.0,212.0,0.1558607954321008
27,24.0,214.0,0.05789534001475922
27,25.0,214.0,0.0877098247608901
27,26.0,225.0,0.09922537842927545
27,30.0,217.0,0.05506697879946864
27,50.0,214.0,0.0803680484753363
27,23.0,214.0,0.1612470740894975
27,53.0,214.0,0.16115779613294667
28,15.0,215.0,0.06863780790100267
28,16.0,212.0,0.2355360189549806
28,17.0,213.0,0.09696606703300814
28,18.0,210.0,0.10263078287723482
28,19.0,210.0,0.11439058119152361
28,20.0,214.0,0.025291746254639817
28,21.0,214.0,0.0692859500675022
28,22.0,212.0,0.1542363501431288
28,24.0,214.0,0.05971051078477449
28,25.0,214.0,0.0905948632687634
28,26.0,225.0,0.09871626320280248
28,30.0,217.0,0.053234173971614424
28,50.0,214.0,0.08076955183583527
28,23.0,214.0,0.16235616787485482
28,53.0,214.0,0.16230703437065788
29,15.0,215.0,0.06907917749138871
29,16.0,212.0,0.23400659543104485
29,17.0,213.0,0.0977050273722143
29,18.0,210.0,0.10199286192885025
29,19.0,210.0,0.11268246409152187
29,20.0,214.0,0.028290915027594
29,21.0,214.0,0.07023034463399515
29,22.0,212.0,0.15372864086340812
29,24.0,214.0,0.06080438447723628
29,25.0,214.0,0.09144191853312011
29,26.0,225.0,0.09784844865061733
29,30.0,217.0,0.05102323274111807
29,50.0,214.0,0.08136918146520312
29,23.0,214.0,0.16113576802969332
29,53.0,214.0,0.160637013589155
29,55.0,217.0,0.05196930171036865
30,15.0,215.0,0.06654233921562024
30,16.0,212.0,0.2324224351596349
30,17.0,213.0,0.09964405879765308
30,18.0,210.0,0.09976177324513774
30,19.0,210.0,0.11078651432437647
30,20.0,214.0,0.03075705598312561
30,21.0,214.0,0.07085158035344312
30,22.0,212.0,0.15562819300368738
30,24.0,214.0,0.06303820218740161
30,25.0,214.0,0.09211077057141318
30,26.0,225.0,0.0983268161089258
30,30.0,217.0,0.04883779125216783
30,50.0,214.0,0.08188729060076697
30,23.0,214.0,0.16102136885123605
30,53.0,214.0,0.15994089548596185
31,15.0,215.0,0.062594512629777
31,16.0,212.0,0.2289973483985396
31,17.0,213.0,0.10120945349839801
31,18.0,210.0,0.09853384969959901
31,19.0,210.0,0.11073850558886819
31,20.0,214.0,0.031847558928033794
31,21.0,214.0,0.07080479746047573
31,22.0,212.0,0.15851214055100799
31,24.0,214.0,0.06539916485092381
31,25.0,214.0,0.09090608950324239
31,26.0,225.0,0.09701669336845804
31,30.0,217.0,0.0460628407772144
31,23.0,214.0,0.16135632550011422
32,15.0,215.0,0.059674827619481466
32,16.0,212.0,0.2255746361188765
32,17.0,213.0,0.10214589252064782
32,18.0,210.0,0.09827975806274585
32,19.0,210.0,0.10923895952068678
32,20.0,214.0,0.03324781789101272
32,21.0,214.0,0.06982745289161359
32,22.0,212.0,0.16038138760052884
32,24.0,214.0,0.06679418093294208
32,25.0,214.0,0.08912978467714257
32,26.0,225.0,0.09532354403336875
32,30.0,217.0,0.04471415549877172
32,23.0,214.0,0.1626959524886728
33,15.0,215.0,0.054705730386121
33,16.0,212.0,0.22216172954302796
33,17.0,213.0,0.10292455125036327
33,18.0,210.0,0.09879631603964716
33,19.0,210.0,0.10846921817412106
33,20.0,214.0,0.035335920002114905
33,21.0,214.0,0.07076125577488719
33,22.0,212.0,0.16059580657039207
33,24.0,214.0,0.06789120406790365
33,25.0,214.0,0.0883381993849264
33,26.0,225.0,0.09508454778272674
33,30.0,217.0,0.04413158032287148
33,23.0,214.0,0.16363390728348018
33,50.0,214.0,0.08385395071586547
34,15.0,215.0,0.05110202102609164
34,16.0,212.0,0.22171362710677855
34,17.0,213.0,0.10100616315277311
34,18.0,210.0,0.09852066295473857
34,19.0,210.0,0.1068829336921234
34,20.0,214.0,0.03698114892026556
34,21.0,214.0,0.06994419958019236
34,22.0,212.0,0.1607112112266616
34,24.0,214.0,0.07106318672085857
34,25.0,214.0,0.09051767480829245
34,26.0,225.0,0.09651085709450802
34,30.0,217.0,0.04510716717116433
35,15.0,215.0,0.0503440316170195
35,16.0,212.0,0.22373779587183862
35,17.0,213.0,0.10110183941593325
35,18.0,210.0,0.0976435518556723
35,19.0,210.0,0.10705753515003365
35,20.0,214.0,0.0394957450240202
35,21.0,214.0,0.07051854614438359
35,22.0,212.0,0.16250073593284778
35,24.0,214.0,0.07163040079969718
35,25.0,214.0,0.09211877144838204
35,26.0,225.0,0.09882692561728415
35,30.0,217.0,0.049738505935219904
35,60.0,225.0,0.10035365351786452
36,15.0,215.0,0.050936754598933265
36,16.0,212.0,0.22679654253342696
36,17.0,213.0,0.10435753819310324
36,18.0,210.0,0.09915500845132387
36,19.0,210.0,0.10913675539864165
36,20.0,214.0,0.03935335936885251
36,21.0,214.0,0.06776271522156962
36,22.0,212.0,0.16655076426862225
36,24.0,214.0,0.07236969405681996
36,25.0,214.0,0.08902710481643564
36,26.0,225.0,0.10093474683419482
36,30.0,217.0,0.057583970768219826
36,60.0,225.0,0.10128300694933053
37,15.0,215.0,0.04984862744266616
37,16.0,212.0,0.22340257350140377
37,17.0,213.0,0.10667583091664831
37,18.0,210.0,0.10077354108785071
37,19.0,210.0,0.11111615954522923
37,20.0,214.0,0.0391763966749338
37,21.0,214.0,0.06543765764139402
37,22.0,210.0,0.16815236232006534
37,24.0,214.0,0.07316208098741948
37,25.0,214.0,0.09645521365419488
37,26.0,214.0,0.10146962558681015
37,30.0,217.0,0.06302619834533539
38,15.0,215.0,0.04827391591561366
38,16.0,212.0,0.22404705255546867
38,17.0,213.0,0.10667012532034653
38,18.0,210.0,0.10199427427724722
38,19.0,210.0,0.11178471708668443
38,20.0,214.0,0.040275591803929846
38,21.0,214.0,0.06416122464061771
38,22.0,210.0,0.16663162482990787
38,24.0,214.0,0.0743815216149286
38,25.0,214.0,0.09861650582316005
38,26.0,214.0,0.09909314842726558
38,30.0,217.0,0.06722981971035658
39,15.0,215.0,0.044218941869461736
39,16.0,212.0,0.22207185844701288
39,17.0,213.0,0.10821623631739807
39,18.0,210.0,0.10384273279697011
39,19.0,210.0,0.11184185353847312
39,20.0,214.0,0.041404175302637805
39,21.0,214.0,0.06255942225592559
39,22.0,210.0,0.16652125380119218
39,24.0,214.0,0.07400080199076679
39,25.0,214.0,0.09967093071632029
39,26.0,214.0,0.09565148214289415
39,30.0,217.0,0.07268309031916959
40,15.0,215.0,0.04270029519151654
40,16.0,212.0,0.22008842238368528
40,17.0,213.0,0.11063047869992283
40,18.0,210.0,0.10654586522988907
40,19.0,210.0,0.11205169367514997
40,20.0,214.0,0.04161021352234331
40,21.0,214.0,0.06033144149542062
40,22.0,210.0,0.16736277879235303
40,24.0,214.0,0.07451403440688896
40,25.0,214.0,0.09889410768135619
40,26.0,214.0,0.09217284314667482
